seqnames,start,end,peak,cell_type,peak_access,gene,gene_score,gene_cell_type_rank,gene_name,common_name,og,pfam,gene_list,min_gene_score_in_selected_cell_types
NC_064043.1,4939613,4939863,peak76858,muscle_mesentery_retractor,4.15065193708722,Nvec_vc1.1_XM_048733458.1,1.85510752980945,2,/Cacna2d1,"","",VWA_N/VWA/VGCC_alpha2,"",1.85510752980945
NC_064043.1,4940169,4940419,peak76859,muscle_mesentery_retractor,3.97658643698509,Nvec_vc1.1_XM_048733458.1,1.85510752980945,2,/Cacna2d1,"","",VWA_N/VWA/VGCC_alpha2,"",1.85510752980945
NC_064043.1,4940705,4940955,peak76860,muscle_mesentery_retractor,6.76454517600599,Nvec_vc1.1_XM_048733458.1,1.85510752980945,2,/Cacna2d1,"","",VWA_N/VWA/VGCC_alpha2,"",1.85510752980945
NC_064043.1,4940705,4940955,peak76860,muscle_mesentery_retractor,6.76454517600599,Nvec_vc1.1_XM_048733458.1,1.85510752980945,2,/Cacna2d1,"","",VWA_N/VWA/VGCC_alpha2,"",1.85510752980945
NC_064043.1,4940705,4940955,peak76860,muscle_mesentery_retractor,6.76454517600599,Nvec_vc1.1_XM_048733458.1,1.85510752980945,2,/Cacna2d1,"","",VWA_N/VWA/VGCC_alpha2,"",1.85510752980945
NC_064043.1,4940705,4940955,peak76860,muscle_mesentery_retractor,6.76454517600599,Nvec_vc1.1_XM_048733458.1,1.85510752980945,2,/Cacna2d1,"","",VWA_N/VWA/VGCC_alpha2,"",1.85510752980945
NC_064043.1,4941309,4941559,peak76862,muscle_mesentery_retractor,7.57990910328862,Nvec_vc1.1_XM_048733458.1,1.85510752980945,2,/Cacna2d1,"","",VWA_N/VWA/VGCC_alpha2,"",1.85510752980945
NC_064043.1,5207605,5207855,peak76988,muscle_mesentery_retractor,3.87996187104242,Nvec_vc1.1_XM_001626749.3,1.4410512948977,9,Kctd16/Kctd8/Kctd12/Kctd12b,"","",BTB_2,"",1.4410512948977
NC_064043.1,5892544,5892794,peak77355,muscle_mesentery_retractor,8.70164941785252,Nvec_vc1.1_XM_032367288.2,7.78571665407827,1,Gata3/Gata1/Gata2,GATA,GATA.HG1.5:GATA1/GATA2/GATA3/GATA4/GATA5/GATA6/TRPS1,GATA/GATA,tfs,3.14900746415979
NC_064043.1,5895657,5895907,peak77360,muscle_mesentery_retractor,10.5886668482331,Nvec_vc1.1_XM_032367288.2,7.78571665407827,1,Gata3/Gata1/Gata2,GATA,GATA.HG1.5:GATA1/GATA2/GATA3/GATA4/GATA5/GATA6/TRPS1,GATA/GATA,tfs,3.14900746415979
NC_064043.1,5897694,5897944,peak77364,muscle_mesentery_retractor,17.7758902430721,Nvec_vc1.1_XM_032367288.2,7.78571665407827,1,Gata3/Gata1/Gata2,GATA,GATA.HG1.5:GATA1/GATA2/GATA3/GATA4/GATA5/GATA6/TRPS1,GATA/GATA,tfs,3.14900746415979
NC_064043.1,5898331,5898581,peak77366,muscle_mesentery_retractor,11.8000017021856,Nvec_vc1.1_XM_032367288.2,7.78571665407827,1,Gata3/Gata1/Gata2,GATA,GATA.HG1.5:GATA1/GATA2/GATA3/GATA4/GATA5/GATA6/TRPS1,GATA/GATA,tfs,3.14900746415979
NC_064043.1,5901187,5901437,peak77371,muscle_mesentery_retractor,17.2672261183359,Nvec_vc1.1_XM_032367288.2,7.78571665407827,1,Gata3/Gata1/Gata2,GATA,GATA.HG1.5:GATA1/GATA2/GATA3/GATA4/GATA5/GATA6/TRPS1,GATA/GATA,tfs,3.14900746415979
NC_064043.1,5901681,5901931,peak77373,muscle_mesentery_retractor,24.4702032409614,Nvec_vc1.1_XM_032367288.2,7.78571665407827,1,Gata3/Gata1/Gata2,GATA,GATA.HG1.5:GATA1/GATA2/GATA3/GATA4/GATA5/GATA6/TRPS1,GATA/GATA,tfs,3.14900746415979
NC_064043.1,5901990,5902240,peak77374,muscle_mesentery_retractor,9.97305440185198,Nvec_vc1.1_XM_032367288.2,7.78571665407827,1,Gata3/Gata1/Gata2,GATA,GATA.HG1.5:GATA1/GATA2/GATA3/GATA4/GATA5/GATA6/TRPS1,GATA/GATA,tfs,3.14900746415979
NC_064043.1,5902911,5903161,peak77376,muscle_mesentery_retractor,3.19709607135562,Nvec_vc1.1_XM_032367288.2,7.78571665407827,1,Gata3/Gata1/Gata2,GATA,GATA.HG1.5:GATA1/GATA2/GATA3/GATA4/GATA5/GATA6/TRPS1,GATA/GATA,tfs,3.14900746415979
NC_064043.1,5905494,5905744,peak77382,muscle_mesentery_retractor,47.2520000680874,Nvec_vc1.1_XM_032367288.2,7.78571665407827,1,Gata3/Gata1/Gata2,GATA,GATA.HG1.5:GATA1/GATA2/GATA3/GATA4/GATA5/GATA6/TRPS1,GATA/GATA,tfs,3.14900746415979
NC_064043.1,5906786,5907036,peak77385,muscle_mesentery_retractor,1.60201198338667,Nvec_vc1.1_XM_032367288.2,7.78571665407827,1,Gata3/Gata1/Gata2,GATA,GATA.HG1.5:GATA1/GATA2/GATA3/GATA4/GATA5/GATA6/TRPS1,GATA/GATA,tfs,3.14900746415979
NC_064043.1,5908411,5908661,peak77389,muscle_mesentery_retractor,3.23982093007422,Nvec_vc1.1_XM_032367288.2,7.78571665407827,1,Gata3/Gata1/Gata2,GATA,GATA.HG1.5:GATA1/GATA2/GATA3/GATA4/GATA5/GATA6/TRPS1,GATA/GATA,tfs,3.14900746415979
NC_064043.1,5909268,5909518,peak77391,muscle_mesentery_retractor,5.63227684346701,Nvec_vc1.1_XM_032367288.2,7.78571665407827,1,Gata3/Gata1/Gata2,GATA,GATA.HG1.5:GATA1/GATA2/GATA3/GATA4/GATA5/GATA6/TRPS1,GATA/GATA,tfs,3.14900746415979
NC_064043.1,5911552,5911802,peak77395,muscle_mesentery_retractor,7.16429495472186,Nvec_vc1.1_XM_032367288.2,7.78571665407827,1,Gata3/Gata1/Gata2,GATA,GATA.HG1.5:GATA1/GATA2/GATA3/GATA4/GATA5/GATA6/TRPS1,GATA/GATA,tfs,3.14900746415979
NC_064043.1,5911552,5911802,peak77395,muscle_mesentery_retractor,7.16429495472186,Nvec_NVE8198,8.09083965038603,1,"","","","","",3.13774647726554
NC_064043.1,5912189,5912439,peak77397,muscle_mesentery_retractor,9.81561074419555,Nvec_vc1.1_XM_032367288.2,7.78571665407827,1,Gata3/Gata1/Gata2,GATA,GATA.HG1.5:GATA1/GATA2/GATA3/GATA4/GATA5/GATA6/TRPS1,GATA/GATA,tfs,3.14900746415979
NC_064043.1,5912189,5912439,peak77397,muscle_mesentery_retractor,9.81561074419555,Nvec_NVE8198,8.09083965038603,1,"","","","","",3.13774647726554
NC_064043.1,5912732,5912982,peak77398,muscle_mesentery_retractor,30.2535235242051,Nvec_vc1.1_XM_032367288.2,7.78571665407827,1,Gata3/Gata1/Gata2,GATA,GATA.HG1.5:GATA1/GATA2/GATA3/GATA4/GATA5/GATA6/TRPS1,GATA/GATA,tfs,3.14900746415979
NC_064043.1,5915367,5915617,peak77403,muscle_mesentery_retractor,11.0668278069041,Nvec_vc1.1_XM_032367288.2,7.78571665407827,1,Gata3/Gata1/Gata2,GATA,GATA.HG1.5:GATA1/GATA2/GATA3/GATA4/GATA5/GATA6/TRPS1,GATA/GATA,tfs,3.14900746415979
NC_064043.1,5915673,5915923,peak77404,muscle_mesentery_retractor,22.3925665554572,Nvec_vc1.1_XM_032367288.2,7.78571665407827,1,Gata3/Gata1/Gata2,GATA,GATA.HG1.5:GATA1/GATA2/GATA3/GATA4/GATA5/GATA6/TRPS1,GATA/GATA,tfs,3.14900746415979
NC_064043.1,5916005,5916255,peak77405,muscle_mesentery_retractor,9.48673997412678,Nvec_vc1.1_XM_032367288.2,7.78571665407827,1,Gata3/Gata1/Gata2,GATA,GATA.HG1.5:GATA1/GATA2/GATA3/GATA4/GATA5/GATA6/TRPS1,GATA/GATA,tfs,3.14900746415979
NC_064043.1,5916800,5917050,peak77406,muscle_mesentery_retractor,14.7286716143528,Nvec_vc1.1_XM_032367288.2,7.78571665407827,1,Gata3/Gata1/Gata2,GATA,GATA.HG1.5:GATA1/GATA2/GATA3/GATA4/GATA5/GATA6/TRPS1,GATA/GATA,tfs,3.14900746415979
NC_064043.1,5917019,5917268,peak77407,muscle_mesentery_retractor,8.3134149247634,Nvec_vc1.1_XM_032367288.2,7.78571665407827,1,Gata3/Gata1/Gata2,GATA,GATA.HG1.5:GATA1/GATA2/GATA3/GATA4/GATA5/GATA6/TRPS1,GATA/GATA,tfs,3.14900746415979
NC_064043.1,5917630,5917880,peak77408,muscle_mesentery_retractor,39.9365425205965,Nvec_NVE8198,8.09083965038603,1,"","","","","",3.13774647726554
NC_064043.1,5918687,5918937,peak77410,muscle_mesentery_retractor,23.2297099475727,Nvec_NVE8198,8.09083965038603,1,"","","","","",3.13774647726554
NC_064043.1,5924141,5924391,peak77417,muscle_mesentery_retractor,9.01025566827807,Nvec_NVE8198,8.09083965038603,1,"","","","","",3.13774647726554
NC_064043.1,5924681,5924931,peak77418,muscle_mesentery_retractor,34.3218322325866,Nvec_NVE8198,8.09083965038603,1,"","","","","",3.13774647726554
NC_064043.1,5925034,5925284,peak77419,muscle_mesentery_retractor,21.4755566146933,Nvec_NVE8198,8.09083965038603,1,"","","","","",3.13774647726554
NC_064043.1,5925372,5925622,peak77420,muscle_mesentery_retractor,27.9972679921019,Nvec_NVE8198,8.09083965038603,1,"","","","","",3.13774647726554
NC_064043.1,6012548,6012798,peak77501,muscle_mesentery_retractor,4.53710764621774,Nvec_vc1.1_XM_001641691.3,1.26148630408265,9,"","","",PET/LIM/LIM/LIM/LIM/LIM/LIM,"",1.26148630408265
NC_064043.1,6012548,6012798,peak77501,muscle_mesentery_retractor,4.53710764621774,Nvec_vc1.1_XM_001641691.3,1.26148630408265,9,"","","",PET/LIM/LIM/LIM/LIM/LIM/LIM,"",1.26148630408265
NC_064043.1,6013524,6013774,peak77503,muscle_mesentery_retractor,2.38330666575883,Nvec_vc1.1_XM_001641691.3,1.26148630408265,9,"","","",PET/LIM/LIM/LIM/LIM/LIM/LIM,"",1.26148630408265
NC_064043.1,6125637,6125887,peak77577,muscle_mesentery_retractor,31.0562487233608,Nvec_vc1.1_XM_048733770.1,2.08364951442276,3,"","","",T4_deiodinase,"",2.08364951442276
NC_064043.1,6979224,6979474,peak78045,muscle_mesentery_retractor,15.3333304963573,Nvec_vc1.1_XM_032367284.2,5.7176690260414,1,"","","",Ion_trans_2,"",1.70045358932451
NC_064043.1,6980913,6981163,peak78048,muscle_mesentery_retractor,25.93319772588,Nvec_vc1.1_XM_032367284.2,5.7176690260414,1,"","","",Ion_trans_2,"",1.70045358932451
NC_064043.1,6981724,6981974,peak78050,muscle_mesentery_retractor,2.28449479131205,Nvec_vc1.1_XM_032367284.2,5.7176690260414,1,"","","",Ion_trans_2,"",1.70045358932451
NC_064043.1,6982444,6982694,peak78051,muscle_mesentery_retractor,9.82165350309798,Nvec_vc1.1_XM_032367284.2,5.7176690260414,1,"","","",Ion_trans_2,"",1.70045358932451
NC_064043.1,6983069,6983319,peak78053,muscle_mesentery_retractor,1.79728671614353,Nvec_vc1.1_XM_032367284.2,5.7176690260414,1,"","","",Ion_trans_2,"",1.70045358932451
NC_064043.1,6983069,6983319,peak78053,muscle_mesentery_retractor,1.79728671614353,Nvec_vc1.1_XM_032367284.2,5.7176690260414,1,"","","",Ion_trans_2,"",1.70045358932451
NC_064043.1,6983069,6983319,peak78053,muscle_mesentery_retractor,1.79728671614353,Nvec_vc1.1_XM_032367284.2,5.7176690260414,1,"","","",Ion_trans_2,"",1.70045358932451
NC_064043.1,6983069,6983319,peak78053,muscle_mesentery_retractor,1.79728671614353,Nvec_vc1.1_XM_032367284.2,5.7176690260414,1,"","","",Ion_trans_2,"",1.70045358932451
NC_064043.1,6983069,6983319,peak78053,muscle_mesentery_retractor,1.79728671614353,Nvec_vc1.1_XM_032367284.2,5.7176690260414,1,"","","",Ion_trans_2,"",1.70045358932451
NC_064043.1,6983069,6983319,peak78053,muscle_mesentery_retractor,1.79728671614353,Nvec_vc1.1_XM_032367284.2,5.7176690260414,1,"","","",Ion_trans_2,"",1.70045358932451
NC_064043.1,6989809,6990059,peak78058,muscle_mesentery_retractor,36.1132123646762,Nvec_vc1.1_XM_032367284.2,5.7176690260414,1,"","","",Ion_trans_2,"",1.70045358932451
NC_064043.1,7190781,7191031,peak78157,muscle_mesentery_retractor,8.09572240757132,Nvec_vc1.1_XM_001641757.3,1.38423891528972,2,Rdh9/Rdh16f2/Rdh16/Rdh19/Rdh1/Rdh7/Rdh16f1/Sdr9c7/Hsd17b6/Rdh5,"","",adh_short,"",1.38423891528972
NC_064034.1,17738065,17738315,peak7816,muscle_mesentery_retractor,10.9391468645741,Nvec_vc1.1_XM_032384015.2,1.48525713257915,4,"","","",Galactosyl_T,"",1.48525713257915
NC_064034.1,17770663,17770913,peak7828,muscle_mesentery_retractor,8.02064751140464,Nvec_vc1.1_XM_048725832.1,1.70429514246786,2,"","","",Tctex-1,"",1.70429514246786
NC_064043.1,7855689,7855939,peak78529,muscle_mesentery_retractor,8.2660005446994,Nvec_vc1.1_XM_032367233.2,2.66930971990695,1,"","","",TSP_1/CUB,"",1.70842967841406
NC_064043.1,7855689,7855939,peak78529,muscle_mesentery_retractor,8.2660005446994,Nvec_vc1.1_XM_032367233.2,2.66930971990695,1,"","","",TSP_1/CUB,"",1.70842967841406
NC_064043.1,7861745,7861995,peak78545,muscle_mesentery_retractor,81.6943385306734,Nvec_vc1.1_XM_032367233.2,2.66930971990695,1,"","","",TSP_1/CUB,"",1.70842967841406
NC_064043.1,7864253,7864503,peak78548,muscle_mesentery_retractor,10.9393681487029,Nvec_vc1.1_XM_032367233.2,2.66930971990695,1,"","","",TSP_1/CUB,"",1.70842967841406
NC_064043.1,7868630,7868880,peak78554,muscle_mesentery_retractor,47.2212330632532,Nvec_vc1.1_XM_032367272.2,3.18612698544434,1,"","","",Peptidase_M28/Asparaginase_2,"",2.19855340789515
NC_064043.1,7868630,7868880,peak78554,muscle_mesentery_retractor,47.2212330632532,Nvec_vc1.1_XM_032367272.2,3.18612698544434,1,"","","",Peptidase_M28/Asparaginase_2,"",2.19855340789515
NC_064043.1,7878370,7878620,peak78559,muscle_mesentery_retractor,5.03869067883162,Nvec_vc1.1_XM_032367272.2,3.18612698544434,1,"","","",Peptidase_M28/Asparaginase_2,"",2.19855340789515
NC_064043.1,8187572,8187822,peak78708,muscle_mesentery_retractor,17.9486110165452,Nvec_vc1.1_XM_001627460.3,1.64051792880634,6,"","","",Neur_chan_LBD/Neur_chan_memb,"",1.64051792880634
NC_064043.1,8187572,8187822,peak78708,muscle_mesentery_retractor,17.9486110165452,Nvec_vc1.1_XM_001627460.3,1.64051792880634,6,"","","",Neur_chan_LBD/Neur_chan_memb,"",1.64051792880634
NC_064043.1,8187572,8187822,peak78708,muscle_mesentery_retractor,17.9486110165452,Nvec_vc1.1_XM_001627460.3,1.64051792880634,6,"","","",Neur_chan_LBD/Neur_chan_memb,"",1.64051792880634
NC_064043.1,8187957,8188207,peak78709,muscle_mesentery_retractor,15.373119084905,Nvec_vc1.1_XM_001627460.3,1.64051792880634,6,"","","",Neur_chan_LBD/Neur_chan_memb,"",1.64051792880634
NC_064043.1,8235130,8235380,peak78743,muscle_mesentery_retractor,5.19930891264384,Nvec_NVE7697,1.72403530926789,4,Hopx,"",Homeodomains.HG2.24:like:LEUTX,Homeodomain,tfs,1.72403530926789
NC_064043.1,8235130,8235380,peak78743,muscle_mesentery_retractor,5.19930891264384,Nvec_NVE7697,1.72403530926789,4,Hopx,"",Homeodomains.HG2.24:like:LEUTX,Homeodomain,tfs,1.72403530926789
NC_064043.1,8237114,8237364,peak78747,muscle_mesentery_retractor,9.4675903860557,Nvec_NVE7697,1.72403530926789,4,Hopx,"",Homeodomains.HG2.24:like:LEUTX,Homeodomain,tfs,1.72403530926789
NC_064043.1,8961861,8962111,peak79071,muscle_mesentery_retractor,4.7165690746919,Nvec_vc1.1_XM_032383036.2,1.27731538704846,12,Fat3/Fat1/Fat2,"","",Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Laminin_G_2/EGF/EGF/EGF,"",1.27731538704846
NC_064043.1,8967867,8968117,peak79081,muscle_mesentery_retractor,3.87070198134405,Nvec_vc1.1_XM_032383036.2,1.27731538704846,12,Fat3/Fat1/Fat2,"","",Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Laminin_G_2/EGF/EGF/EGF,"",1.27731538704846
NC_064043.1,8968358,8968608,peak79082,muscle_mesentery_retractor,13.4990808197726,Nvec_vc1.1_XM_032383036.2,1.27731538704846,12,Fat3/Fat1/Fat2,"","",Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Laminin_G_2/EGF/EGF/EGF,"",1.27731538704846
NC_064043.1,8970370,8970620,peak79085,muscle_mesentery_retractor,2.38059167971676,Nvec_vc1.1_XM_032383036.2,1.27731538704846,12,Fat3/Fat1/Fat2,"","",Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Laminin_G_2/EGF/EGF/EGF,"",1.27731538704846
NC_064043.1,8970370,8970620,peak79085,muscle_mesentery_retractor,2.38059167971676,Nvec_vc1.1_XM_032383036.2,1.27731538704846,12,Fat3/Fat1/Fat2,"","",Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Laminin_G_2/EGF/EGF/EGF,"",1.27731538704846
NC_064043.1,9316917,9317167,peak79257,muscle_mesentery_retractor,18.3108105807857,Nvec_vc1.1_XM_032383120.2,1.8120876251311,1,"","","","","",1.8120876251311
NC_064043.1,9346783,9347033,peak79277,muscle_mesentery_retractor,15.026664737523,Nvec_v1g242630,1.82265622370217,3,"","","","","",1.82265622370217
NC_064043.1,10341958,10342208,peak79707,muscle_mesentery_retractor,16.8362497446722,Nvec_NVE5477,1.99003703910667,1,"","","","","",1.22222335420168
NC_064043.1,10698874,10699124,peak79915,muscle_mesentery_retractor,6.8826768570845,Nvec_vc1.1_XM_032363977.2,1.75576632378607,2,Flt3/Kit/Flt1/Flt4/Kdr/Pdgfra/Csf1r/Pdgfrb,"","",I-set/Ig_3/I-set/ig/I-set/ig/Ig_3/I-set/Pkinase_Tyr,"",1.69730103493766
NC_064043.1,10698874,10699124,peak79915,muscle_mesentery_retractor,6.8826768570845,Nvec_vc1.1_XM_032363977.2,1.75576632378607,2,Flt3/Kit/Flt1/Flt4/Kdr/Pdgfra/Csf1r/Pdgfrb,"","",I-set/Ig_3/I-set/ig/I-set/ig/Ig_3/I-set/Pkinase_Tyr,"",1.69730103493766
NC_064043.1,10700338,10700588,peak79918,muscle_mesentery_retractor,11.0060427589024,Nvec_vc1.1_XM_032363977.2,1.75576632378607,2,Flt3/Kit/Flt1/Flt4/Kdr/Pdgfra/Csf1r/Pdgfrb,"","",I-set/Ig_3/I-set/ig/I-set/ig/Ig_3/I-set/Pkinase_Tyr,"",1.69730103493766
NC_064043.1,10700338,10700588,peak79918,muscle_mesentery_retractor,11.0060427589024,Nvec_vc1.1_XM_032363977.2,1.75576632378607,2,Flt3/Kit/Flt1/Flt4/Kdr/Pdgfra/Csf1r/Pdgfrb,"","",I-set/Ig_3/I-set/ig/I-set/ig/Ig_3/I-set/Pkinase_Tyr,"",1.69730103493766
NC_064043.1,10847822,10848072,peak79997,muscle_mesentery_retractor,4.81166167358889,Nvec_vc1.1_XM_032364120.2,2.36359038946813,3,"","","","","",2.36359038946813
NC_064043.1,10847822,10848072,peak79997,muscle_mesentery_retractor,4.81166167358889,Nvec_vc1.1_XM_032364120.2,2.36359038946813,3,"","","","","",2.36359038946813
NC_064043.1,10848757,10849007,peak79999,muscle_mesentery_retractor,6.66579287805542,Nvec_vc1.1_XM_032364120.2,2.36359038946813,3,"","","","","",2.36359038946813
NC_064043.1,10881804,10882054,peak80011,muscle_mesentery_retractor,6.81436814870293,Nvec_vc1.1_XM_001639101.3,2.23979861057815,5,Pax5/Pax8/Pax2,"",Homeodomains.HG2.27:like:PAX1/PAX2/PAX3/PAX4/PAX5/PAX6/PAX7/PAX8/PAX9,PAX/Homeodomain,tfs,1.39344871756738
NC_064043.1,10882166,10882416,peak80012,muscle_mesentery_retractor,20.380651256213,Nvec_vc1.1_XM_001639101.3,2.23979861057815,5,Pax5/Pax8/Pax2,"",Homeodomains.HG2.27:like:PAX1/PAX2/PAX3/PAX4/PAX5/PAX6/PAX7/PAX8/PAX9,PAX/Homeodomain,tfs,1.39344871756738
NC_064043.1,10892540,10892790,peak80030,muscle_mesentery_retractor,26.0065704364404,Nvec_vc1.1_XM_001639101.3,2.23979861057815,5,Pax5/Pax8/Pax2,"",Homeodomains.HG2.27:like:PAX1/PAX2/PAX3/PAX4/PAX5/PAX6/PAX7/PAX8/PAX9,PAX/Homeodomain,tfs,1.39344871756738
NC_064043.1,10892540,10892790,peak80030,muscle_mesentery_retractor,26.0065704364404,Nvec_vc1.1_XM_001639101.3,2.23979861057815,5,Pax5/Pax8/Pax2,"",Homeodomains.HG2.27:like:PAX1/PAX2/PAX3/PAX4/PAX5/PAX6/PAX7/PAX8/PAX9,PAX/Homeodomain,tfs,1.39344871756738
NC_064043.1,10894214,10894464,peak80032,muscle_mesentery_retractor,14.7069432150882,Nvec_vc1.1_XM_001639101.3,2.23979861057815,5,Pax5/Pax8/Pax2,"",Homeodomains.HG2.27:like:PAX1/PAX2/PAX3/PAX4/PAX5/PAX6/PAX7/PAX8/PAX9,PAX/Homeodomain,tfs,1.39344871756738
NC_064043.1,11067989,11068239,peak80139,muscle_mesentery_retractor,11.5124174439981,Nvec_NVE5413,1.61735253694052,3,"","","","","",1.61735253694052
NC_064043.1,11067989,11068239,peak80139,muscle_mesentery_retractor,11.5124174439981,Nvec_NVE5413,1.61735253694052,3,"","","","","",1.61735253694052
NC_064043.1,11204491,11204741,peak80205,muscle_mesentery_retractor,3.73756553414584,Nvec_vc1.1_XM_048733907.1,1.88721199831845,4,"","","",MFS_1,"",1.88721199831845
NC_064043.1,11204491,11204741,peak80205,muscle_mesentery_retractor,3.73756553414584,Nvec_vc1.1_XM_048733549.1,1.39601948923554,2,"","","",RT_RNaseH/Integrase_H2C2,"",1.39601948923554
NC_064043.1,11204808,11205058,peak80206,muscle_mesentery_retractor,3.0269115544359,Nvec_vc1.1_XM_048733549.1,1.39601948923554,2,"","","",RT_RNaseH/Integrase_H2C2,"",1.39601948923554
NC_064043.1,11204808,11205058,peak80206,muscle_mesentery_retractor,3.0269115544359,Nvec_vc1.1_XM_048733907.1,1.88721199831845,4,"","","",MFS_1,"",1.88721199831845
NC_064034.1,18251000,18251250,peak8027,muscle_mesentery_retractor,11.2578385647171,Nvec_vc1.1_XM_032379955.2,1.50512704885679,1,"","","","","",1.50512704885679
NC_064034.1,18251000,18251250,peak8027,muscle_mesentery_retractor,11.2578385647171,Nvec_vc1.1_XM_032379955.2,1.50512704885679,1,"","","","","",1.50512704885679
NC_064043.1,11601243,11601493,peak80387,muscle_mesentery_retractor,2.21479880166133,Nvec_vc1.1_XM_032379790.2,5.24869893498976,2,"","","",Neur_chan_LBD/Neur_chan_memb,"",5.24869893498976
NC_064043.1,11601243,11601493,peak80387,muscle_mesentery_retractor,2.21479880166133,Nvec_vc1.1_XM_032379790.2,5.24869893498976,2,"","","",Neur_chan_LBD/Neur_chan_memb,"",5.24869893498976
NC_064043.1,11601243,11601493,peak80387,muscle_mesentery_retractor,2.21479880166133,Nvec_vc1.1_XM_032379790.2,5.24869893498976,2,"","","",Neur_chan_LBD/Neur_chan_memb,"",5.24869893498976
NC_064043.1,12182370,12182620,peak80654,muscle_mesentery_retractor,6.01835807176415,Nvec_vc1.1_XM_032380441.2,1.79445373058373,3,Pde5a,"","",GAF/GAF/PDEase_I,"",1.79445373058373
NC_064043.1,12619155,12619405,peak80879,muscle_mesentery_retractor,4.78115850752366,Nvec_vc1.1_XM_032381936.2,1.59564709347042,7,"","","",Tubulin/Tubulin_C,"",1.59564709347042
NC_064043.1,12619155,12619405,peak80879,muscle_mesentery_retractor,4.78115850752366,Nvec_vc1.1_XM_032381936.2,1.59564709347042,7,"","","",Tubulin/Tubulin_C,"",1.59564709347042
NC_064043.1,12623130,12623380,peak80882,muscle_mesentery_retractor,4.31456390004766,Nvec_vc1.1_XM_032381936.2,1.59564709347042,7,"","","",Tubulin/Tubulin_C,"",1.59564709347042
NC_064043.1,13412354,13412604,peak81239,muscle_mesentery_retractor,1.48222918227003,Nvec_vc1.1_XM_048733537.1,1.35460773058859,5,Tdrd3,"","",RMI1_N,"",1.35460773058859
NC_064043.1,13412354,13412604,peak81239,muscle_mesentery_retractor,1.48222918227003,Nvec_vc1.1_XM_048733537.1,1.35460773058859,5,Tdrd3,"","",RMI1_N,"",1.35460773058859
