gene	deepTools_group	rank	gene_length	gene_name	common_name	og	pfam	gene_list
Nvec_vc1.1_XM_032364046.2	cluster_8	14695	15464	""	""	""	F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/fn3/fn3/fn3	""
Nvec_vc1.1_XM_001635557.3	cluster_8	14696	3883	""	""	""	Thioredoxin/Thioredoxin/ERp29	""
Nvec_vc1.1_XM_048721610.1	cluster_8	14697	4000	""	""	""	""	""
Nvec_vc1.1_XM_032383775.2	cluster_8	14698	24914	Xrn1	""	""	XRN_N/XRN_M/XRN1_D1/XRN1_D2_D3/SH3_12	""
Nvec_vc1.1_XM_001632823.3	cluster_8	14699	9283	/Magt1	""	""	OST3_OST6	""
Nvec_vc1.1_XM_048719999.1	cluster_8	14700	12447	""	""	""	GST_N_2/GST_C_2	""
Nvec_vc1.1_XM_032386094.2	cluster_8	14701	5304	""	""	""	""	""
Nvec_vc1.1_XM_032375373.2	cluster_8	14702	4123	""	""	""	""	""
Nvec_NVE25937	cluster_8	14703	3738	""	""	""	""	""
Nvec_NVE22128	cluster_8	14704	1635	""	""	""	""	""
Nvec_vc1.1_XM_001637648.2	cluster_8	14705	2532	Pex11b/Gm42957/Pex11a	""	""	PEX11	""
Nvec_vc1.1_XM_001640256.3	cluster_8	14706	9323	""	""	""	Fibrinogen_C	""
Nvec_vc1.1_XM_001632720.3	cluster_8	14707	13788	""	""	""	""	""
Nvec_vc1.1_XM_048720567.1	cluster_8	14708	11461	Gss	""	""	GSH_synth_ATP/GSH_synthase	""
Nvec_vc1.1_XM_048729097.1	cluster_8	14709	20658	Rnf4	""	""	zf-RING_2	""
Nvec_vc1.1_XM_032364430.2	cluster_8	14710	4698	""	""	""	""	""
Nvec_vc1.1_XM_001632178.3	cluster_8	14711	6096	""	""	""	MFS_1	""
Nvec_vc1.1_XM_032376606.2	cluster_8	14712	41623	Nemf	""	""	FbpA/NFACT-R_1/NFACT-C	""
Nvec_vc1.1_XM_032372012.2	cluster_8	14713	3195	""	""	""	""	""
Nvec_vc1.1_XM_032364552.2	cluster_8	14714	32773	Ube3b	""	""	HECT	""
Nvec_vc1.1_XM_048723173.1	cluster_8	14715	2201	""	""	""	TFR_dimer	""
Nvec_NVE832	cluster_8	14716	1933	""	""	""	""	""
Nvec_vc1.1_XM_001631027.3	cluster_8	14717	25420	Ints9	""	""	Lactamase_B_6	""
Nvec_vc1.1_XM_048733826.1	cluster_8	14718	9929	Ggt1/Ggt5	""	""	G_glu_transpept	""
Nvec_vc1.1_XM_048730283.1	cluster_8	14719	4368	Atf3/Jdp2	""	bZIP.HG1.17:ATF3/JDP2	bZIP_1	tfs
Nvec_vc1.1_XM_032366734.2	cluster_8	14720	4608	""	""	""	DUF1758	""
Nvec_vc1.1_XM_032367117.2	cluster_8	14721	26393	Gsap	""	""	GSAP-16	""
Nvec_vc1.1_XM_048723569.1	cluster_8	14722	18695	""	""	""	VWA/VWA/VWA_3/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA	""
Nvec_vc1.1_XM_048720686.1	cluster_8	14723	2273	""	""	""	""	""
Nvec_vc1.1_XM_032380667.2	cluster_8	14724	2960	""	""	""	""	""
Nvec_vc1.1_XM_001637657.3	cluster_8	14725	3409	Ccnq	""	""	Cyclin_N	""
Nvec_vc1.1_XM_048721262.1	cluster_8	14726	13617	""	""	""	AAA/Vps4_C	""
Nvec_vc1.1_XM_001640938.3	cluster_8	14727	4008	Cisd3	""	""	zf-CDGSH	""
Nvec_vc1.1_XM_032366334.2	cluster_8	14728	21508	Slc35b1	""	""	UAA	""
Nvec_vc1.1_XM_048728946.1	cluster_8	14729	11613	""	""	""	7tm_1	""
Nvec_vc1.1_XM_048732173.1	cluster_8	14730	8116	""	""	""	ubiquitin/Ribosomal_L40e	""
Nvec_vc1.1_XM_032380196.2	cluster_8	14731	1369	""	""	""	""	""
Nvec_vc1.1_XM_001634171.3	cluster_8	14732	5123	Kcnj11/Kcnj3/Kcnj9/Kcnj8/Kcnj4/Kcnj14/Kcnj2/Kcnj5/Kcnj12/Kcnj6/Kcnj1/Kcnj10/Kcnj15	""	""	IRK/IRK_C	""
Nvec_vc1.1_XM_032363180.2	cluster_8	14733	3254	""	""	""	""	""
Nvec_vc1.1_XM_032384270.2	cluster_8	14734	3152	""	""	""	ShK/ShK/Trypsin	""
Nvec_vc1.1_XM_048721502.1	cluster_8	14735	19435	Msh2	""	""	MutS_I/MutS_II/MutS_III/MutS_IV/MutS_V	""
Nvec_vc1.1_XM_032364277.2	cluster_8	14736	7448	Eva1c	""	""	Collagen/Gal_Lectin	""
Nvec_vc1.1_XM_048728910.1	cluster_8	14737	16128	""	""	""	fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/Ion_trans_2	""
Nvec_vc1.1_XM_048725745.1	cluster_8	14738	3975	""	""	""	PAN_1	""
Nvec_vc1.1_XM_032380549.2	cluster_8	14739	4485	Kti12	""	""	KTI12	""
Nvec_vc1.1_XM_048719463.1	cluster_8	14740	30032	Pkd1l2/Pkd1l3	""	""	REJ/GPS/PLAT/PKD_channel	""
Nvec_vc1.1_XM_032376483.2	cluster_8	14741	6993	""	""	""	Gal-3-0_sulfotr	""
Nvec_vc1.1_XM_048724865.1	cluster_8	14742	7856	""	""	""	RVT_1/RT_RNaseH/Integrase_H2C2/rve	""
Nvec_vc1.1_XM_001639862.3	cluster_8	14743	12122	""	""	""	Astacin/TSP_1/TSP_1/CUB/CUB/Lectin_C	""
Nvec_vc1.1_XM_048729336.1	cluster_8	14744	5360	""	""	""	UreD	""
Nvec_vc1.1_XM_001635196.3	cluster_8	14745	2053	Taar7d/Htr1f	""	""	7tm_1	""
Nvec_vc1.1_XM_048720484.1	cluster_8	14746	2525	Ints8	""	""	""	""
Nvec_vc1.1_XM_048731710.1	cluster_8	14747	17368	""	""	""	CUB/CUB/Laminin_G_2	""
Nvec_vc1.1_XM_048722736.1	cluster_8	14748	15309	""	""	""	""	""
Nvec_vc1.1_XM_048732166.1	cluster_8	14749	19416	Ampd1/Ampd3/Ampd2	""	""	A_deaminase	""
Nvec_vc1.1_XM_001624583.3	cluster_8	14750	23019	Wwox	""	""	WW/WW/adh_short	""
Nvec_vc1.1_XM_048726693.1	cluster_8	14751	6698	""	""	""	LIM	""
Nvec_vc1.1_XM_048732596.1	cluster_8	14752	21557	Tubgcp3	""	""	GCP_N_terminal/GCP_C_terminal	""
Nvec_vc1.1_XM_032362658.2	cluster_8	14753	1592	""	""	""	Tctex-1	""
Nvec_vc1.1_XM_032386294.2	cluster_8	14754	2456	""	""	""	LRR_6/LRR_6	""
Nvec_vc1.1_XM_001638498.3	cluster_8	14755	2533	""	""	""	CLN3	""
Nvec_vc1.1_XM_032387313.2	cluster_8	14756	2324	""	""	""	""	""
Nvec_vc1.1_XM_001640431.3	cluster_8	14757	7810	Ptcd1	""	""	PPR/PPR_2/PPR_3/PPR_3	""
Nvec_vc1.1_XM_001639060.3	cluster_8	14758	11937	""	""	""	GDPD	""
Nvec_vc1.1_XM_048719872.1	cluster_8	14759	9734	Alg1	""	""	Glycos_transf_1	""
Nvec_vc1.1_XM_048734451.1	cluster_8	14760	24516	Herc4/Herc3	""	""	RCC1/RCC1/RCC1/RCC1/RCC1/RCC1/RCC1/HECT	""
Nvec_vc1.1_XM_032377108.2	cluster_8	14761	8583	Acadsb	""	""	Acyl-CoA_dh_N/Acyl-CoA_dh_M/Acyl-CoA_dh_1	""
Nvec_vc1.1_XM_001634542.3	cluster_8	14762	8563	Rexo1	""	""	EloA-BP1	""
Nvec_vc1.1_XM_048728437.1	cluster_8	14763	21152	Hfm1	""	""	DEAD/Helicase_C/Sec63	""
Nvec_vc1.1_XM_048732620.1	cluster_8	14764	18029	4833420G17Rik	""	""	DUF4524/DUF4520	""
Nvec_vc1.1_XM_032384492.2	cluster_8	14765	1609	""	""	HLH.HG1.93:like:SCX/TCF15	HLH	tfs
Nvec_vc1.1_XM_001626916.3	cluster_8	14766	11705	""	""	""	VWD/EGF/CBM_14	""
Nvec_vc1.1_XM_048732916.1	cluster_8	14767	3546	""	""	""	C4	""
Nvec_vc1.1_XM_048725466.1	cluster_8	14768	8677	""	""	""	""	""
Nvec_vc1.1_XM_032377553.2	cluster_8	14769	982	""	""	""	Linker_histone	""
Nvec_NVE11975	cluster_8	14770	765	""	""	""	""	""
Nvec_vc1.1_XM_001632849.3	cluster_8	14771	16373	Kif3c/Kif3b	""	""	Kinesin	""
Nvec_vc1.1_XM_048731517.1	cluster_8	14772	25312	""	""	""	2OG-FeII_Oxy_3	""
Nvec_vc1.1_XM_048720177.1	cluster_8	14773	7929	Fam3d	""	""	PAN_1/ILEI	""
Nvec_vc1.1_XM_032373809.2	cluster_8	14774	15916	""	""	""	Pep_M12B_propep/Reprolysin/Disintegrin/F5_F8_type_C/ADAM_CR/TSP_1/TSP_1	""
Nvec_vc1.1_XM_048722097.1	cluster_8	14775	1976	""	""	""	7tm_1/7tm_1	""
Nvec_vc1.1_XM_048720760.1	cluster_8	14776	49943	Brd7/Brd9	""	""	Bromodomain/DUF3512	""
Nvec_vc1.1_XM_048730294.1	cluster_8	14777	11947	""	""	""	Hydant_A_N/Hydantoinase_A/DUF917	""
Nvec_vc1.1_XM_048732275.1	cluster_8	14778	9619	""	""	""	""	""
Nvec_vc1.1_XM_032363660.2	cluster_8	14779	2909	""	""	""	Pkinase	""
Nvec_vc1.1_XM_048724805.1	cluster_8	14780	53963	Vps13d	""	""	Chorein_N/VPS13/VPS13_mid_rpt/SHR-BD/SHR-BD/VPS13_C	""
Nvec_vc1.1_XM_048728652.1	cluster_8	14781	24149	Lin9	""	""	DIRP	""
Nvec_vc1.1_XM_048730372.1	cluster_8	14782	20785	""	""	""	Laminin_G_3/fn3/fn3/fn3/PAN_1	""
Nvec_vc1.1_XM_032364460.2	cluster_8	14783	2844	""	""	""	EF-hand_7	""
Nvec_vc1.1_XM_048734374.1	cluster_8	14784	7015	""	""	""	""	""
Nvec_vc1.1_XM_048719761.1	cluster_8	14785	28212	""	""	""	Ank_2/Ank_2/Ank_2/Ank_2/Ank_2/Ion_trans	""
Nvec_NVE1482	cluster_8	14786	898	""	""	""	F-box-like	""
Nvec_vc1.1_XM_032387415.2	cluster_8	14787	2817	""	""	""	""	""
Nvec_vc1.1_XM_032362449.2	cluster_8	14788	5919	""	""	""	""	""
Nvec_vc1.1_XM_001624440.3	cluster_8	14789	1498	""	""	""	SOUL	""
Nvec_vc1.1_XM_048729531.1	cluster_8	14790	8470	""	""	""	F5_F8_type_C/F5_F8_type_C/PAN_1	""
Nvec_vc1.1_XM_032380016.2	cluster_8	14791	24145	""	""	""	7tm_1	""
Nvec_vc1.1_XM_032380789.2	cluster_8	14792	2558	""	""	""	7tm_1	""
Nvec_vc1.1_XM_001627234.3	cluster_8	14793	4557	""	""	""	""	""
Nvec_vc1.1_XM_032379671.2	cluster_8	14794	4880	""	""	""	PAN_1	""
Nvec_vc1.1_XM_001637361.3	cluster_8	14795	6027	Gpr15	""	""	7tm_1	""
Nvec_vc1.1_XM_001633443.3	cluster_8	14796	1500	Tspan10	""	""	Tetraspanin	""
Nvec_vc1.1_XM_032383879.2	cluster_8	14797	24626	Vps41	""	""	Clathrin	""
Nvec_vc1.1_XM_032372493.2	cluster_8	14798	1981	""	""	""	""	""
Nvec_vc1.1_XM_032383154.2	cluster_8	14799	1825	""	""	""	Exo_endo_phos	""
Nvec_vc1.1_XM_048721789.1	cluster_8	14800	43116	Igf2r	""	""	CIMR/CIMR/CIMR/CIMR/CIMR/CIMR/CIMR/CIMR/CIMR/CIMR/CIMR/CIMR/CIMR/CIMR	""
Nvec_vc1.1_XM_032364195.2	cluster_8	14801	4124	Rreb1	""	zf-C2H2.HG3.22:like:HINFP/HIVEP2/HIVEP3/RREB1/YY1/YY2/ZFP42/ZFPM1/ZNF148/ZNF281/ZNF407/ZNF469/ZNF516/ZNF740/ZNF831	zf-C2H2/zf-C2H2/zf-C2H2	tfs
Nvec_vc1.1_XM_048731757.1	cluster_8	14802	4615	""	""	""	""	""
Nvec_vc1.1_XM_048733388.1	cluster_8	14803	47114	Dnah12	""	""	DHC_N2/AAA_6/Dynein_AAA_lid/AAA_7/AAA_lid_1/AAA_8/MT/AAA_9/Dynein_heavy/AAA_lid_11/Dynein_C	""
Nvec_vc1.1_XM_001625612.3	cluster_8	14804	8476	""	""	""	ANF_receptor/NCD3G/7tm_3	""
Nvec_vc1.1_XM_001637766.3	cluster_8	14805	10502	""	""	""	Lipoxygenase	""
Nvec_vc1.1_XM_001634382.3	cluster_8	14806	18228	Tgfbrap1	""	""	CNH/Vps39_1/Vps39_2	""
Nvec_vc1.1_XM_048733069.1	cluster_8	14807	9880	""	""	""	SRCR	""
Nvec_vc1.1_XM_048733639.1	cluster_8	14808	17108	""	""	""	VWA_3/VGCC_alpha2	""
Nvec_vc1.1_XM_001639013.3	cluster_8	14809	10197	Sars1	""	""	Seryl_tRNA_N/tRNA-synt_2b	""
Nvec_vc1.1_XM_001634767.3	cluster_8	14810	3162	""	""	""	CAP	""
Nvec_vc1.1_XM_032367592.2	cluster_8	14811	24065	Fam3d/Fam3b/Fam3c	""	""	PAN_1/ILEI	""
Nvec_vc1.1_XM_048722338.1	cluster_8	14812	19649	""	""	""	SNF	""
Nvec_vc1.1_XM_048730819.1	cluster_8	14813	5372	Pqbp1	""	""	WW	""
Nvec_vc1.1_XM_048726623.1	cluster_8	14814	7777	""	""	""	Inhibitor_I29/Peptidase_C1	""
Nvec_vc1.1_XM_048725461.1	cluster_8	14815	4522	Gm6020	""	zf-C2H2.HG1.72:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	tfs
Nvec_vc1.1_XM_032382038.2	cluster_8	14816	7880	""	""	""	Neur_chan_LBD/Neur_chan_memb	""
Nvec_vc1.1_XM_001635058.3	cluster_8	14817	6031	""	""	""	MFS_1	""
Nvec_vc1.1_XM_048726442.1	cluster_8	14818	4439	""	""	""	Ank_2	""
Nvec_vc1.1_XM_032364155.2	cluster_8	14819	21153	""	""	""	EGF_CA/EGF_CA/EGF_CA/FXa_inhibition/cEGF/cEGF/Sushi/EGF/Ig_3/Ephrin_rec_like/fn3/fn3	""
Nvec_vc1.1_XM_001624004.3	cluster_8	14820	7598	Pes1	""	""	Pescadillo_N/BRCT_2	""
Nvec_vc1.1_XM_032375260.2	cluster_8	14821	7258	""	""	""	Trypsin	""
Nvec_vc1.1_XM_048727648.1	cluster_8	14822	23335	Lonp1	""	""	LON_substr_bdg/AAA/Lon_C	""
Nvec_vc1.1_XM_048730660.1	cluster_8	14823	2722	Msantd4	""	""	""	""
Nvec_vc1.1_XM_032383247.2	cluster_8	14824	7011	""	""	""	CRAL_TRIO_2	""
Nvec_vc1.1_XM_032381110.2	cluster_8	14825	9126	Echs1	""	""	ECH_1	""
Nvec_vc1.1_XM_032386883.2	cluster_8	14826	20320	Grin3a/Grin3b/Grin2c/Grin2d/Grin2a/Grin2b	""	""	ANF_receptor/Lig_chan-Glu_bd/Lig_chan	""
Nvec_vc1.1_XM_048733567.1	cluster_8	14827	2876	""	""	""	7tm_1	""
Nvec_vc1.1_XM_032384891.2	cluster_8	14828	7837	Cntnap3	""	""	Collagen/Collagen/Ig_3/Ig_3/Ig_3/Lectin_C	""
Nvec_vc1.1_XM_001627145.3	cluster_8	14829	3721	Cela2a/Cela3b/Cela1/Cela3a/Ctrc	""	""	Trypsin/ShK	""
Nvec_vc1.1_XM_048724112.1	cluster_8	14830	3941	""	""	""	FGF	""
Nvec_vc1.1_XM_001632170.3	cluster_8	14831	6400	Gstz1	""	""	GST_N_3/GST_C_3	""
Nvec_vc1.1_XM_048722922.1	cluster_8	14832	7969	""	""	""	PAN_1/EGF_CA/Fibrinogen_C	""
Nvec_vc1.1_XM_001624589.3	cluster_8	14833	4320	Coq9	""	""	COQ9	""
Nvec_vc1.1_XM_001641379.3	cluster_8	14834	2738	""	""	""	""	""
Nvec_vc1.1_XM_048730514.1	cluster_8	14835	94411	Kntc1	""	""	Rod_C/MRP-S22	""
Nvec_vc1.1_XM_048723874.1	cluster_8	14836	1209	""	""	""	7tm_1	""
Nvec_vc1.1_XM_048727659.1	cluster_8	14837	1749	""	""	""	PAN_1/Fibrinogen_C	""
Nvec_vc1.1_XM_032362674.2	cluster_8	14838	14057	""	""	""	""	""
Nvec_vc1.1_XM_001628798.3	cluster_8	14839	28387	Ndufaf7	""	""	Methyltransf_28	""
Nvec_vc1.1_XM_048730685.1	cluster_8	14840	23158	Plbd1	""	""	Phospholip_B	""
Nvec_vc1.1_XM_032377141.2	cluster_8	14841	2233	""	""	""	7tm_1	""
Nvec_vc1.1_XM_032371805.2	cluster_8	14842	6522	""	""	""	F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/VWA	""
Nvec_vc1.1_XM_048732877.1	cluster_8	14843	3560	Tbxas1	""	""	p450	""
Nvec_vc1.1_XM_048733338.1	cluster_8	14844	17837	Bbs7	""	""	BBS2_C	""
Nvec_vc1.1_XM_048727419.1	cluster_8	14845	16745	""	""	""	fn3/fn3/Ion_trans_2	""
Nvec_vc1.1_XM_032371329.2	cluster_8	14846	6848	""	""	""	Neur_chan_LBD	""
Nvec_vc1.1_XM_048728211.1	cluster_8	14847	41293	Scaper	""	""	SCAPER_N/zf-met	""
Nvec_vc1.1_XM_001634828.3	cluster_8	14848	12897	Vmn2r90/Vmn2r80	""	""	ANF_receptor/7tm_3	""
Nvec_vc1.1_XM_032371721.2	cluster_8	14849	18685	Ttc1	""	""	TPR_1	""
Nvec_vc1.1_XM_001630922.3	cluster_8	14850	2065	Tpst2/Tpst1	""	""	Sulfotransfer_3	""
Nvec_vc1.1_XM_048734623.1	cluster_8	14851	10014	""	""	""	PAN_1/EGF/EGF/Fibrinogen_C	""
Nvec_vc1.1_XM_048727289.1	cluster_8	14852	1316	""	""	""	""	""
Nvec_vc1.1_XM_048720934.1	cluster_8	14853	47101	Gmpr2/Gmpr	""	""	IMPDH	""
Nvec_vc1.1_XM_001640047.3	cluster_8	14854	19897	Gspt2/Gspt1	""	""	GTP_EFTU/GTP_EFTU_D2/GTP_EFTU_D3	""
Nvec_vc1.1_XM_048726210.1	cluster_8	14855	25003	""	""	""	AAA_11/AAA_12	""
Nvec_vc1.1_XM_048732683.1	cluster_8	14856	67546	Gm9195	""	""	""	""
Nvec_vc1.1_XM_048731102.1	cluster_8	14857	10116	""	""	""	Cofilin_ADF/Cofilin_ADF	""
Nvec_vc1.1_XM_001633597.3	cluster_8	14858	5747	""	""	""	""	""
Nvec_vc1.1_XM_048721104.1	cluster_8	14859	9184	""	""	""	GoLoco	""
Nvec_vc1.1_XM_032379585.2	cluster_8	14860	4760	Fbxl21/Fbxl3	""	""	F-box-like/LRR_6	""
Nvec_vc1.1_XM_048722879.1	cluster_8	14861	25297	Cat	""	""	Catalase/Catalase-rel	""
Nvec_vc1.1_XM_048729159.1	cluster_8	14862	23446	Ttc14	""	""	HCNGP	""
Nvec_vc1.1_XM_032377191.2	cluster_8	14863	3709	""	""	""	""	""
Nvec_vc1.1_XM_032380603.1	cluster_8	14864	5452	Pgghg	""	""	Glyco_hydro_65m	""
Nvec_vc1.1_XM_048720426.1	cluster_8	14865	28964	Cyp4f40/Cyp4a31/Cyp4b1/Cyp4f14/Cyp4f16/Cyp4a10/Cyp4a32/Cyp4f17/Cyp4f15/Cyp4f18/Cyp4f37/Cyp4f13/Cyp4f39/Cyp4a29/Cyp4x1/Cyp4a12b/Cyp4a14/Cyp4a30b/Cyp4a12a	""	""	p450	""
Nvec_vc1.1_XM_032373868.2	cluster_8	14866	30461	Tbc1d2b/Tbc1d2	""	""	PH/RabGAP-TBC	""
Nvec_vc1.1_XM_032364102.2	cluster_8	14867	6664	""	""	""	COesterase	""
Nvec_vc1.1_XM_032386100.2	cluster_8	14868	7326	""	""	""	LRR_8/7tm_1	""
Nvec_vc1.1_XM_048733032.1	cluster_8	14869	9652	""	""	""	Ig_3	""
Nvec_vc1.1_XM_001625899.3	cluster_8	14870	4497	""	""	Homeodomains.HG1.65:like:MEOX1/MEOX2	Homeodomain	tfs
Nvec_vc1.1_XM_001641530.3	cluster_8	14871	6406	""	""	""	LRR_8/LRR_5/7tm_1	""
Nvec_vc1.1_XM_001630582.3	cluster_8	14872	8242	Tex9	""	""	""	""
Nvec_vc1.1_XM_048719814.1	cluster_8	14873	6622	""	""	""	7tm_1	""
Nvec_vc1.1_XM_048731583.1	cluster_8	14874	3868	""	""	""	WD40/WD40/WD40/WD40/WD40/WD40	""
Nvec_vc1.1_XM_001629307.3	cluster_8	14875	4961	""	""	""	DUF3456	""
Nvec_vc1.1_XM_032374142.2	cluster_8	14876	18695	Slc20a1/Slc20a2	""	""	PHO4	""
Nvec_vc1.1_XM_048732495.1	cluster_8	14877	66611	Sorl1	""	""	Sortilin-Vps10/Sortilin_C/Ldl_recept_b/Ldl_recept_b/Ldl_recept_b/Ldl_recept_a/Ldl_recept_a/Ldl_recept_a/Ldl_recept_a/Ldl_recept_a/Ldl_recept_a/Ldl_recept_a/Ldl_recept_a/Ldl_recept_a/fn3/fn3/fn3	""
Nvec_vc1.1_XM_001636853.3	cluster_8	14878	2313	""	""	""	FTCD_N	""
Nvec_vc1.1_XM_001639629.3	cluster_8	14879	8160	Chrm3	""	""	7tm_1	""
Nvec_vc1.1_XM_048723169.1	cluster_8	14880	9842	""	""	""	EGF/F5_F8_type_C	""
Nvec_vc1.1_XM_032379983.2	cluster_8	14881	9578	Rhbdl3/Rhbdl2/Rhbdl1	""	""	Rhomboid	""
Nvec_v1g232050	cluster_8	14882	14386	Ubl4b/Ubl4a	""	""	ubiquitin/Tugs	""
Nvec_vc1.1_XM_032366558.2	cluster_8	14883	13059	Fam186b	""	""	""	""
Nvec_vc1.1_XM_048731476.1	cluster_8	14884	29930	Pkhd1l1/Pkhd1	""	""	fn2/fn2	""
Nvec_vc1.1_XM_048731580.1	cluster_8	14885	24381	Chrnd	""	""	Neur_chan_LBD/Neur_chan_memb	""
Nvec_vc1.1_XM_048730168.1	cluster_8	14886	2339	""	""	""	""	""
Nvec_vc1.1_XM_032377720.2	cluster_8	14887	4536	""	""	""	7tm_1	""
Nvec_vc1.1_XM_048721701.1	cluster_8	14888	7302	Adhfe1	""	""	Fe-ADH	""
Nvec_vc1.1_XM_048723889.1	cluster_8	14889	17446	""	""	""	PSI_integrin/Integrin_beta/I-EGF_1/EGF_2/Integrin_b_cyt	""
Nvec_vc1.1_XM_032383648.2	cluster_8	14890	12936	Dctn2	""	""	Dynamitin	""
Nvec_vc1.1_XM_032379813.2	cluster_8	14891	2359	""	""	""	7tm_1	""
Nvec_vc1.1_XM_048720880.1	cluster_8	14892	16883	Adck5	""	""	ABC1	""
Nvec_vc1.1_XM_048732813.1	cluster_8	14893	1694	Cyp17a1/Cyp2c55/Cyp2a4/Cyp2a5/Cyp2w1/Cyp2g1	""	""	p450	""
Nvec_vc1.1_XM_032387334.2	cluster_8	14894	5844	""	""	""	""	""
Nvec_vc1.1_XM_032376652.2	cluster_8	14895	7299	""	""	""	VWA	""
Nvec_vc1.1_XM_032371254.2	cluster_8	14896	13918	Phex//Mme	""	""	Peptidase_M13_N/Peptidase_M13	""
Nvec_vc1.1_XM_001632963.3	cluster_8	14897	6709	Rfc4	""	""	AAA/Rep_fac_C	""
Nvec_vc1.1_XM_001623140.3	cluster_8	14898	5434	Ung	""	""	UDG	""
Nvec_vc1.1_XM_001625971.3	cluster_8	14899	3688	""	""	""	zf-MYND	""
Nvec_vc1.1_XM_048721564.1	cluster_8	14900	3046	""	""	""	""	""
Nvec_NVE16919	cluster_8	14901	1964	""	""	""	""	""
Nvec_vc1.1_XM_001638625.3	cluster_8	14902	21257	Dpp9/Dpp8	""	""	DPPIV_N/Peptidase_S9	""
Nvec_vc1.1_XM_048731257.1	cluster_8	14903	3798	""	""	""	""	""
